1car300NaCl10A_1238.tif
             q                I              Err   
       0.31559934        201.05816        12.358011
       0.31825615        192.60130        12.548830
       0.32091279        184.29642        12.548239
       0.32356927        179.74070        12.823963
       0.32622558        176.10271        12.413372
       0.32888173        167.76628        12.545596
       0.33153771        166.35655        12.598105
       0.33419351        154.85782        12.815225
       0.33684915        150.56011        12.881808
       0.33950462        149.26190        13.370242
       0.34215991        142.68720        13.246430
       0.34481502        141.57025        13.301739
       0.34746996        138.72207        13.941940
       0.35012473        133.54734        13.600213
       0.35277931        128.46773        13.966642
       0.35543371        126.15338        14.678162
       0.35808793        121.40766        15.020136
       0.36074197        114.79467        15.534349
       0.36339583        115.73535        15.767912
       0.36604950        114.47141        15.528176
       0.36870298        112.09431        16.331369
       0.37135627        112.90194        15.904921
       0.37400937        108.75232        15.887120
       0.37666229        113.66870        16.076658
       0.37931500        106.84031        16.378970
       0.38196753        110.77448        16.424872
       0.38461986        108.29393        16.864677
       0.38727200        106.78371        16.919791
       0.38992393        109.05043        17.279462
       0.39257567        109.82198        17.389263
       0.39522721        105.64096        17.645091
       0.39787855        105.62921        18.132870
       0.40052968        102.83110        18.170463
       0.40318061        104.82242        18.548063
       0.40583133        102.42065        18.456025
       0.40848185        108.18719        18.839016
       0.41113216        102.81740        18.720210
       0.41378226        108.23054        18.948302
       0.41643214        103.03312        19.063272
       0.41908182        103.47037        18.665106
       0.42173128        106.33526        18.760220
       0.42438053        104.91326        18.724444
       0.42702956        105.74485        18.657695
       0.42967837        104.39065        18.511734
       0.43232696        103.32536        18.497338
       0.43497534        106.43639        18.348112
       0.43762349        108.86526        18.425018
       0.44027142        108.20567        18.187962
       0.44291913        110.04645        17.801199
       0.44556661        106.94756        18.347699
       0.44821386        106.68699        18.122089
       0.45086088        110.30177        17.606682
       0.45350768        112.45392        17.339556
       0.45615424        112.37739        17.337346
       0.45880058        112.12977        17.156780
       0.46144668        112.31430        17.212937
       0.46409254        111.73338        17.230866
       0.46673817        114.23067        16.914865
       0.46938356        113.96849        16.736688
       0.47202871        114.98537        16.488490
       0.47467363        112.25286        16.712669
       0.47731830        118.58895        16.741288
       0.47996273        119.38435        16.621900
       0.48260691        114.08755        16.613090
       0.48525085        118.85966        16.701831
       0.48789455        118.87765        16.400828
       0.49053799        122.41614        16.471814
       0.49318119        120.38358        16.220697
       0.49582414        118.68316        16.129252
       0.49846683        121.05062        16.358265
       0.50110927        122.81905        15.999449
       0.50375146        120.68966        15.833099
       0.50639339        120.53626        16.097052
       0.50903507        123.03715        15.459898
       0.51167648        124.26544        15.360079
       0.51431764        123.75519        15.956118
       0.51695854        123.46092        15.237142
       0.51959917        121.04723        15.112697
       0.52223954        124.12133        15.174729
       0.52487965        125.58825        14.740650
       0.52751949        124.85136        14.590070
       0.53015906        124.18028        14.459114
       0.53279837        127.77719        14.404953
       0.53543740        125.86645        14.182197
       0.53807616        128.04538        14.086651
       0.54071466        126.82985        14.026865
       0.54335287        128.20922        13.873888
       0.54599082        129.45027        13.831524
       0.54862848        127.36720        13.502705
       0.55126587        130.58034        13.419985
       0.55390298        133.41978        13.265326
       0.55653981        133.80320        13.456988
       0.55917636        127.76755        13.474699
       0.56181262        129.84531        13.306690
       0.56444860        131.50687        13.425235
       0.56708430        127.19037        13.719865
       0.56971971        128.70961        12.989634
       0.57235483        126.34922        13.049383
       0.57498966        127.35437        12.868231
       0.57762420        125.61050        12.987105
       0.58025845        121.65640        12.663389
       0.58289241        121.90962        12.566493
       0.58552607        119.35869        12.727058
       0.58815944        118.76874        12.387916
       0.59079251        115.74996        12.987424
       0.59342528        115.88877        12.600938
       0.59605775        114.87884        12.341292
       0.59868992        116.49671        12.097480
       0.60132179        116.10860        12.028695
       0.60395336        112.50850        11.932515
       0.60658462        115.07783        11.906879
       0.60921558        113.77891        12.251102
       0.61184623        110.34966        11.940370
       0.61447657        110.60318        11.712401
       0.61710660        109.49286        11.625419
       0.61973632        112.36846        11.812362
       0.62236573        111.92043        12.031032
       0.62499483        112.00652        11.328981
       0.62762361        110.82001        11.516990
       0.63025207        112.81705        11.301908
       0.63288022        107.11718        11.153130
       0.63550805        114.43183        11.356561
       0.63813556        109.73483        11.245581
       0.64076275        111.24459        11.060681
       0.64338961        107.81116        10.982386
       0.64601616        106.74705        11.212940
       0.64864237        109.89112        10.930185
       0.65126827        109.89224        10.901278
       0.65389383        109.00397        10.833275
       0.65651907        111.05658        10.719036
       0.65914397        106.75596        10.807512
       0.66176855        108.92224        10.648578
       0.66439279        108.02031        10.680458
       0.66701670        106.43887        10.501915
       0.66964028        107.96413        10.650012
       0.67226352        106.22099        10.454234
       0.67488642        109.41225        10.568453
       0.67750898        105.49716        11.001997
       0.68013121        107.34519        10.547176
       0.68275309        108.29133        12.141784
       0.68537463        110.54184        14.170752
       0.68799583        105.71469        13.581505
       0.69061668        108.31204        14.018296
       0.69323719        107.28347        13.456863
       0.69585735        106.46994        13.786546
       0.69847716        107.12739        13.793097
       0.70109662        108.37944        13.863416
       0.70371573        108.66088        13.788306
       0.70633449        109.11787        14.069589
       0.70895290        108.72656        13.723332
       0.71157095        108.11564        14.016420
       0.71418864        111.81569        13.921751
       0.71680598        109.30001        13.902798
       0.71942296        110.76934        13.987505
       0.72203958        112.09415        14.088035
       0.72465584        110.23922        13.925932
       0.72727173        107.85912        13.873905
       0.72988727        113.43211        13.957855
       0.73250244        110.37654        14.107902
       0.73511724        110.01301        14.948039
       0.73773168        110.02922        13.776210
       0.74034575        113.26848        14.028684
       0.74295945        112.29315        13.936420
       0.74557278        109.71618        14.709768
       0.74818573        109.63548        14.788113
       0.75079832        114.99220        15.190329
       0.75341053        110.52203        15.692993
       0.75602236        110.64741        16.021033
       0.75863382        111.00620        16.234359
       0.76124490        112.87390        16.707513
       0.76385560        114.29716        16.728995
       0.76646592        112.17707        17.338414
       0.76907586        115.99632        17.507183
       0.77168542        113.35190        17.680015
       0.77429459        116.20773        17.997221
       0.77690338        112.31102        18.297152
       0.77951178        115.83324        18.449536
       0.78211979        119.49777        18.829812
       0.78472742        115.42756        19.402774
       0.78733465        119.08549        19.272792
       0.78994150        116.48345        20.098870
       0.79254795        120.07772        19.997061
       0.79515400        121.49852        20.953051
       0.79775967        115.07800        21.150158
       0.80036493        119.10584        21.490695
       0.80296980        120.50405        21.408890
       0.80557428        122.02706        21.454869
       0.80817835        119.81911        20.823378
       0.81078202        120.89973        21.111345
       0.81338529        129.54449        21.170713
       0.81598816        130.84800        18.158121
       0.81859062        129.15125        14.149702
       0.82119267        132.38524        10.316872
       0.82379432        129.31301        10.978286
       0.82639557        131.54195        10.954338
       0.82899640        135.03502        10.310947
       0.83159682        134.41024        9.8399678
       0.83419683        137.29307        9.7291240
       0.83679643        137.00667        9.5791288
       0.83939562        140.08812        9.3790242
       0.84199439        142.69028        9.2938201
       0.84459274        136.94205        9.5071655
       0.84719068        143.21516        12.131219
       0.84978820        141.26363        11.109699
       0.85238529        140.38579        9.7232766
       0.85498197        146.60977        11.050359
       0.85757823        139.10447        9.5559433
       0.86017406        143.69495        11.143866
       0.86276947        140.25280        16.308850
       0.86536445        141.24201        13.529611
       0.86795901        144.64854        10.329093
       0.87055313        139.82009        18.087040
       0.87314683        137.36834        14.377693
       0.87574010        137.58990        16.417338
       0.87833294        138.95869        14.737797
       0.88092534        137.07673        12.808350
       0.88351731        133.81393        10.645147
       0.88610885        134.55298        10.687079
       0.88869995        143.63130        10.905609
       0.89129061        134.67928        11.565626
       0.89388083        134.35479        11.369947
       0.89647062        132.54858        11.796540
       0.89905996        134.71602        15.338308
       0.90164887        127.96721        15.730114
       0.90423733        127.24489        13.407345
       0.90682534        126.73315        13.387858
       0.90941291        118.19943        14.365582
       0.91200003        119.52230        15.570997
       0.91458671        117.53171        16.000035
       0.91717294        116.83167        17.892686
       0.91975872        119.32086        19.185054
       0.92234404        113.38729        23.025106
       0.92492892        112.78277        21.360060
       0.92751334        119.52387        23.244087
       0.93009730        106.10340        24.634482
       0.93268082        115.52842        26.551710
       0.93526387        110.31179        28.265238
       0.93784647        112.70966        29.887142
       0.94042860        116.06727        31.340062
       0.94301028        119.72217        32.655004
       0.94559150        114.61475        35.539744
       0.94817225        118.64502        35.392898
       0.95075254        113.61153        36.659362
       0.95333237        119.55201        36.505365
       0.95591173        121.72183        35.483646
       0.95849062        117.09043        36.238031
       0.96106905        127.08419        34.531249
       0.96364700        111.89205        32.248937
       0.96622449        116.58398        26.460417
       0.96880150        113.91988        21.170223
       0.97137804        122.81869        20.415674
       0.97395411        114.22847        19.813727
       0.97652970        119.45379        19.979628
       0.97910482        114.23268        19.952414
       0.98167946        105.62858        21.228571
       0.98425363        95.195768        21.564495
       0.98682731        86.563838        22.326777
       0.98940051        84.283894        21.200052
       0.99197323        84.794007        22.754951
       0.99454547        80.884814        25.640801
       0.99711723        77.746362        24.671031
       0.99968850        63.401331        24.368422
        1.0022593        57.223354        26.217638
        1.0048296        57.017938        26.318625
        1.0073994        65.909763        27.683243
        1.0099687        23.905992        29.142664
        1.0125375        27.022183        28.245177
        1.0151059        30.884795        27.128034
        1.0176737        32.964670        32.718279
        1.0202411        52.994486        29.839384
        1.0228079        32.719252        36.098829
        1.0253743        43.888946        36.970599
        1.0279402        43.255548        38.878304
        1.0305055        51.118514        104.01504
        1.0330704        51.202952        43.631099
        1.0356348        51.177130        47.233525
        1.0381986        46.800150        58.509259
        1.0407620        67.959400        86.656053
        1.0433249        43.454671        68.291536
        1.0458872        54.129306        90.877338
        1.0484491        49.124004        177.04289
