1car30KCl10A_1243.tif
             q                I              Err   
       0.53279837        83.589779        14.797782
       0.53543740        83.532489        14.587931
       0.53807616        84.212708        14.468577
       0.54071466        87.622968        14.430490
       0.54335287        84.776435        14.263519
       0.54599082        90.417649        14.280679
       0.54862848        91.030373        14.022087
       0.55126587        94.342772        13.846850
       0.55390298        93.760384        13.801851
       0.55653981        96.960405        14.064138
       0.55917636        92.453722        13.901160
       0.56181262        92.177535        13.730829
       0.56444860        92.078743        13.721894
       0.56708430        93.247233        13.970005
       0.56971971        91.311816        13.202929
       0.57235483        91.437680        13.341732
       0.57498966        94.560556        13.060982
       0.57762420        95.875987        13.141429
       0.58025845        96.030759        12.812510
       0.58289241        92.421134        12.692952
       0.58552607        94.922521        12.963729
       0.58815944        91.762342        12.557287
       0.59079251        94.149002        13.070380
       0.59342528        95.006978        12.748775
       0.59605775        92.260432        12.440488
       0.59868992        92.101954        12.247272
       0.60132179        92.731382        12.145012
       0.60395336        91.007654        12.112617
       0.60658462        89.635640        12.116912
       0.60921558        92.027229        12.494101
       0.61184623        91.556865        12.144896
       0.61447657        91.111056        11.962120
       0.61710660        89.565737        11.858203
       0.61973632        88.357450        12.057358
       0.62236573        88.516815        12.209920
       0.62499483        88.428582        11.563141
       0.62762361        90.190836        11.728014
       0.63025207        87.314187        11.601380
       0.63288022        87.629933        11.523968
       0.63550805        83.460638        11.758609
       0.63813556        89.217925        11.629994
       0.64076275        85.799100        11.571888
       0.64338961        84.317980        11.507006
       0.64601616        85.429535        11.765267
       0.64864237        85.219823        11.434228
       0.65126827        85.594083        11.566628
       0.65389383        82.322643        11.515336
       0.65651907        83.773569        11.458105
       0.65914397        83.022826        11.449792
       0.66176855        84.576370        11.335426
       0.66439279        80.343686        11.371000
       0.66701670        80.075608        11.228758
       0.66964028        80.521846        11.547189
       0.67226352        80.171409        11.130209
       0.67488642        79.657145        11.359743
       0.67750898        77.077987        11.927293
       0.68013121        78.588406        11.247619
       0.68275309        78.952181        12.937269
       0.68537463        79.190278        14.954551
       0.68799583        79.418142        14.342001
       0.69061668        73.042837        14.793789
       0.69323719        75.129730        14.312012
       0.69585735        74.087292        14.530632
       0.69847716        74.978373        14.633140
       0.70109662        71.971327        14.634655
       0.70371573        73.071235        14.623639
       0.70633449        74.919665        14.924243
       0.70895290        72.662042        14.477497
       0.71157095        71.346849        14.899160
       0.71418864        73.967971        14.820047
       0.71680598        71.937342        14.644205
       0.71942296        71.376089        14.817919
       0.72203958        71.821379        14.859007
       0.72465584        71.218884        14.716683
       0.72727173        68.090698        14.762873
       0.72988727        71.672592        14.786917
       0.73250244        71.321666        14.974302
       0.73511724        67.158685        15.780278
       0.73773168        69.873928        14.664275
       0.74034575        70.543832        14.997960
       0.74295945        69.735621        14.964337
       0.74557278        69.099829        15.666291
       0.74818573        66.108486        15.712598
       0.75079832        68.360044        16.152946
       0.75341053        66.410514        16.776858
       0.75602236        63.026629        17.172548
       0.75863382        66.138575        17.339316
       0.76124490        63.343918        17.960934
       0.76385560        60.278543        17.926450
       0.76646592        63.850468        18.678500
       0.76907586        63.652253        18.885292
       0.77168542        61.625912        18.959269
       0.77429459        63.612680        19.352613
       0.77690338        62.263102        19.605647
       0.77951178        59.797014        19.955196
       0.78211979        62.331009        20.414459
       0.78472742        62.113190        20.998752
       0.78733465        62.105437        20.888005
       0.78994150        62.261264        21.681957
       0.79254795        62.088238        21.549499
       0.79515400        63.970599        22.492095
       0.79775967        61.875515        22.586121
       0.80036493        61.735416        23.116540
       0.80296980        62.896291        23.041648
       0.80557428        64.586561        23.166135
       0.80817835        59.915548        22.517988
       0.81078202        64.251042        22.601055
       0.81338529        62.113320        22.796496
       0.81598816        65.079834        19.725191
       0.81859062        63.572254        15.774515
       0.82119267        65.485372        12.389504
       0.82379432        65.923696        13.005099
       0.82639557        60.318322        13.068899
       0.82899640        65.676874        12.063867
       0.83159682        65.563706        12.050699
       0.83419683        64.863933        12.170121
       0.83679643        67.501213        12.131223
       0.83939562        70.244969        12.183903
       0.84199439        68.885943        12.092458
       0.84459274        68.664919        11.989627
       0.84719068        73.639222        14.645715
       0.84978820        68.462494        13.648935
       0.85238529        68.848129        12.343821
       0.85498197        76.078545        13.828234
       0.85757823        73.131183        12.551208
       0.86017406        68.801478        14.055601
       0.86276947        78.658222        18.603694
       0.86536445        71.374972        16.425666
       0.86795901        80.597257        13.160992
       0.87055313        79.320143        20.298732
       0.87314683        75.502180        16.670575
       0.87574010        82.939301        18.732536
       0.87833294        79.079072        16.860197
       0.88092534        91.634689        14.996518
       0.88351731        85.414912        13.022168
       0.88610885        84.521209        12.535179
       0.88869995        85.189150        13.364904
       0.89129061        84.081786        12.904065
       0.89388083        84.701478        13.042248
       0.89647062        86.293460        13.009518
       0.89905996        83.232593        16.446225
       0.90164887        95.300196        16.816311
       0.90423733        87.373594        13.534528
       0.90682534        88.784685        14.062320
       0.90941291        92.472775        13.590322
       0.91200003        85.696132        14.777970
       0.91458671        89.372131        14.746148
       0.91717294        83.503283        15.371190
       0.91975872        91.018186        16.201429
       0.92234404        88.517881        20.929579
       0.92492892        83.786116        18.370071
       0.92751334        84.393814        19.151968
       0.93009730        88.619304        19.995010
       0.93268082        76.495718        20.943263
       0.93526387        82.329648        22.820339
       0.93784647        86.058875        23.104384
       0.94042860        88.312556        25.328707
       0.94301028        91.307659        26.878845
       0.94559150        91.353997        29.712120
       0.94817225        81.906858        29.484018
       0.95075254        97.693751        30.450205
       0.95333237        109.03142        31.448528
       0.95591173        94.209612        31.707439
       0.95849062        102.11388        31.339224
       0.96106905        101.01652        30.564184
       0.96364700        97.776339        31.660166
       0.96622449        113.26427        26.699036
       0.96880150        113.17727        20.668989
       0.97137804        114.47066        20.031367
       0.97395411        106.72043        20.006454
       0.97652970        110.43988        22.094605
       0.97910482        103.11861        22.497328
       0.98167946        90.355851        22.135084
       0.98425363        81.684176        22.428270
       0.98682731        89.398304        24.011592
       0.98940051        90.867518        23.360024
       0.99197323        73.234766        24.300657
       0.99454547        81.116599        26.967205
       0.99711723        64.207087        26.906475
       0.99968850        50.150241        26.232090
        1.0022593        68.203935        26.317149
        1.0048296        49.683057        27.978965
        1.0073994        37.674184        31.748697
        1.0099687        12.796642        33.327418
        1.0125375        13.897752        32.365683
        1.0151059       -6.0709624        30.117569
        1.0176737       -9.1777616        33.208397
        1.0202411        5.3168765        35.292106
        1.0228079        3.4047262        37.869266
        1.0253743       -17.509531        44.227207
        1.0279402       -31.139564        45.628507
        1.0305055       -23.392539        118.76533
        1.0330704       -38.541963        49.281032
        1.0356348       -23.415928        51.780268
        1.0381986       -52.205341        61.783365
        1.0407620        17.502087        81.143166
        1.0433249       -6.9061211        83.923648
        1.0458872       -14.239872        104.67613
        1.0484491        15.988456        228.05055
