1car30KCl10A_1259.tif
             q                I              Err   
      0.037797953        38.695445       0.72777432
      0.038065067        38.207702       0.71384890
      0.038332181        37.422074       0.71988948
      0.038599295        37.289684       0.70521200
      0.038866408        37.142668       0.67995005
      0.039133522        36.735278       0.69400377
      0.039400635        36.952822       0.69150096
      0.039667747        36.200199       0.67853792
      0.039934860        35.604026       0.66942802
      0.040201973        35.303419       0.66727827
      0.040469085        35.056474       0.65843384
      0.040736197        34.420401       0.64834303
      0.041003309        33.895051       0.65394248
      0.041270420        33.802099       0.63627437
      0.041537531        34.162431       0.63072216
      0.041804643        33.431515       0.63182454
      0.042071754        33.384828       0.64020475
      0.042338864        32.735283       0.62752804
      0.042605975        32.648317       0.61910281
      0.042873085        32.436585       0.62254542
      0.043140195        32.296824       0.61534817
      0.043407305        31.742012       0.61208426
      0.043674415        31.668873       0.60715959
      0.043941524        31.034926       0.59783683
      0.044208633        31.174773       0.59210122
      0.044475742        30.540363       0.59607705
      0.044742851        30.449017       0.58241859
      0.045009959        29.748058       0.58123365
      0.045277068        29.755206       0.58547091
      0.045544176        30.050842       0.58891450
      0.045811283        29.620623       0.57302603
      0.046078391        29.094493       0.56369475
      0.046345498        28.623277       0.56613202
      0.046612605        28.518260       0.55310339
      0.046879712        28.634636       0.55181449
      0.047146819        28.007314       0.55836528
      0.047413925        27.936109       0.55395972
      0.047681031        27.494803       0.56242998
      0.047948137        27.433512       0.55973552
      0.048215242        27.174339       0.55206050
      0.048482348        27.407539       0.55497943
      0.048749453        26.459132       0.55119799
      0.049016558        26.705636       0.55742971
      0.049283662        26.114816       0.55358464
      0.049550767        25.677864       0.54285617
      0.049817871        25.953623       0.53948934
      0.050084975        25.067464       0.53209413
      0.050352078        25.115522       0.52180113
      0.050619181        24.804740       0.63183009
      0.050886284        25.156875       0.50908796
      0.051153387        24.544789       0.50928743
      0.051420490        24.409679       0.51706735
      0.051687592        24.140241       0.50586989
      0.051954694        23.948412       0.49265989
      0.052221796        23.940501       0.49909777
      0.052488897        23.305105       0.49443475
      0.052755998        23.256489       0.48879718
      0.053023099        23.009314       0.48913450
      0.053290200        22.925975       0.48712995
      0.053557300        22.648295       0.48528636
      0.053824400        22.181703       0.48267721
      0.054091500        22.390991       0.47668292
      0.054358600        22.042069       0.47824052
      0.054625699        22.093234       0.47434066
      0.054892798        21.788128       0.46430191
      0.055159896        21.517843       0.46472342
      0.055426995        21.411373       0.46105624
      0.055694093        21.338572       0.46547513
      0.055961191        21.066660       0.45403901
      0.056228288        20.942522       0.45102695
      0.056495386        20.366183       0.45669176
      0.056762482        20.482129       0.45083272
      0.057029579        20.172516       0.44216878
      0.057296675        20.196991       0.43982544
      0.057563772        19.891039       0.44647994
      0.057830867        19.849285       0.44596279
      0.058097963        19.507704       0.44912608
      0.058365058        19.410672       0.44767555
      0.058632153        19.399891       0.44575974
      0.058899247        18.907049       0.43884641
      0.059166342        18.825725       0.43685386
      0.059433435        18.688761       0.44478015
      0.059700529        18.661396       0.44428075
      0.059967622        18.229161       0.43628577
      0.060234715        18.356997       0.43758156
      0.060501808        18.124342       0.44001311
      0.060768901        17.831354       0.43004650
      0.061035993        17.897133       0.43404604
      0.061303084        17.600097       0.43072207
      0.061570176        17.536759       0.43441190
      0.061837267        17.338927       0.43185416
      0.062104358        17.289120       0.42901599
      0.062371448        16.977033       0.42321900
      0.062638538        17.016446       0.41925585
      0.062905628        16.707050       0.42341446
      0.063172718        16.725769       0.42147078
      0.063439807        16.417646       0.42237886
      0.063706896        16.412094       0.42206096
      0.063973984        16.244540       0.42723665
      0.064241073        16.211051       0.42463727
      0.064508161        16.200000       0.42936516
      0.064775248        16.060220       0.42206156
      0.065042335        15.698874       0.42883811
      0.065309422        15.769216       0.42814890
      0.065576509        15.757132       0.42882606
      0.065843595        15.675815       0.42295527
      0.066110681        15.392799       0.42437579
      0.066377766        15.089433       0.42449533
      0.066644851        14.889448       0.42413709
      0.066911936        14.993712       0.42583624
      0.067179021        14.859521       0.41948523
      0.067446105        14.769866       0.45272807
      0.067713189        14.182671       0.42372269
      0.067980272        14.437163       0.42399727
      0.068247355        14.404761       0.42009853
      0.068514438        14.191521       0.42948857
      0.068781520        13.972332       0.42394024
      0.069048602        13.800088       0.42984374
      0.069315684        13.803848       0.42344969
      0.069582765        13.650783       0.43102970
      0.069849846        13.495378       0.42279701
      0.070116927        13.416244       0.42147186
      0.070384007        13.388188       0.42686353
      0.070651087        13.145088       0.41549752
      0.070918166        12.781190       0.42097675
      0.071185246        12.727611       0.41829751
      0.071452324        12.895255       0.42018494
      0.071719403        13.039508       0.41977734
      0.071986481        12.816855       0.41953949
      0.072253558        12.723152       0.41698587
      0.072520636        12.780662       0.42093266
      0.072787713        12.410795       0.42107649
      0.073054789        12.393740       0.42088019
      0.073321865        12.252301       0.41770273
      0.073588941        12.104583       0.41933962
      0.073856016        12.308273       0.42364984
      0.074123091        12.134207       0.43004138
      0.074390166        11.799612       0.42854283
      0.074657240        11.646761       0.42976257
      0.074924314        11.557864       0.43382328
      0.075191388        11.462163       0.42900188
      0.075458461        11.594556       0.43703064
      0.075725533        11.514020       0.45316465
      0.075992606        11.515340       0.45731201
      0.076259678        11.329913       0.45219176
      0.076526749        11.396579       0.45058330
      0.076793820        11.051130       0.46885243
      0.077060891        11.016992       0.46894588
      0.077327961        10.746679       0.47677956
      0.077595031        10.765479       0.48199076
      0.077862101        10.554147       0.48262226
      0.078129170        10.647675       0.49835856
      0.078396239        10.754495       0.48674039
      0.078663307        10.415769       0.51125904
      0.078930375        10.252136       0.50239077
      0.079197442        10.311481       0.50559541
      0.079464509        10.679759       0.51795027
      0.079731576        10.065154       0.51168403
      0.079998642        10.195976       0.52683487
      0.080265708        10.032824       0.52458672
      0.080532774        9.7032615       0.53952128
      0.080799839        10.100535       0.55043945
      0.081066903        9.8731093       0.55409515
      0.081333968        9.9394851       0.55655345
      0.081601031        9.9850176       0.55094939
      0.081868095        9.7824005       0.54157959
      0.082135158        9.7635539       0.56094699
      0.082402220        9.9583731       0.54478620
      0.082669282        9.9751503       0.56790367
      0.082936344        9.3562883       0.57765467
      0.083203405        9.2017437       0.56612157
      0.083470466        9.3954522       0.57360337
      0.083737526        9.3541139       0.58841497
      0.084004586        9.1479672       0.59509503
      0.084271646        8.9777475       0.59619603
      0.084538705        8.5605519       0.59830527
      0.084805763        9.2451997       0.61010339
      0.085072821        8.7859679       0.61952575
      0.085339879        8.6337030       0.62106045
      0.085606937        8.8155382       0.62632251
      0.085873993        8.4692909       0.63179541
      0.086141050        8.9883329       0.66982177
      0.086408106        8.9787677       0.67509253
      0.086675161        8.3318695       0.66056291
      0.086942216        8.3735809       0.67395925
      0.087209271        8.3965085       0.65638693
      0.087476325        8.2346924       0.67731469
      0.087743379        7.7922703       0.67315655
      0.088010432        8.3254174       0.67558089
      0.088277485        8.4596079       0.67898266
      0.088544537        8.0150030       0.70652114
      0.088811589        8.0714471       0.68892538
      0.089078641        8.1086918       0.70201122
      0.089345692        8.4104503       0.71150687
      0.089612742        7.5675414       0.73657900
      0.089879792        7.4884729       0.72097683
      0.090146842        7.7501532       0.74408365
      0.090413891        8.1237670       0.76937866
      0.090680940        7.6428137       0.75333424
      0.090947988        7.7906564       0.79985877
      0.091215036        7.5988096       0.83637359
      0.091482083        7.5440047       0.82709739
      0.091749130        7.4205503       0.81757850
      0.092016176        7.0161141       0.86107778
      0.092283222        7.8304233       0.84962071
      0.092550267        7.2894391       0.84450166
      0.092817312        7.2341037       0.90021475
      0.093084357        7.6353423       0.92664246
      0.093351400        6.9631134       0.94505179
      0.093618444        7.2392003       0.94355172
      0.093885487        8.0655214       0.96323488
      0.094152529        7.1687303       0.99626211
      0.094419571        6.5528701       0.97330649
      0.094686613        6.9127916        1.0518098
      0.094953654        6.8274344        1.0559557
      0.095220694        6.8461691        1.0489325
      0.095487734        6.5670426        1.1074366
      0.095754774        6.7392657        1.0858236
      0.096021813        6.2535222        1.1601276
      0.096288851        7.0898696        1.2161454
      0.096555890        7.2403880        1.1890098
      0.096822927        6.5700899        1.2579430
      0.097089964        6.9764981        1.2285969
      0.097357001        6.3714977        1.3512112
      0.097624037        6.3276573        1.3361924
      0.097891072        6.5277102        1.2708889
      0.098158107        6.0076377        1.3105136
      0.098425142        6.0925089        1.3785521
      0.098692176        6.9340179        1.4386152
      0.098959209        6.0289468        1.5406387
      0.099226242        5.7611546        1.5692088
      0.099493275        6.2171375        1.4891771
      0.099760307        6.8866849        1.4781045
       0.10002734        6.3730042        1.6820931
       0.10029437        6.6811839        1.6024204
       0.10056140        5.6481321        1.7645728
       0.10082843        5.2048148        1.6137330
       0.10109546        6.1642245        1.7716257
       0.10136249        5.7407184        1.8793809
       0.10162952        6.2884771        1.9330940
       0.10189654        5.1333931        1.6641286
       0.10216357        5.0340092        1.9592915
       0.10243060        6.2193317        1.9673954
       0.10269762        6.1414939        2.2214869
       0.10296465        6.8671108        2.1595122
       0.10323168        5.9555502        2.5215235
       0.10349870        7.6852058        2.7442549
       0.10376572        7.2552246        2.7021404
       0.10403275        6.4726686        2.9121245
       0.10429977        5.2780479        3.4776020
       0.10456679        4.9465903        3.0528139
       0.10483381        5.7637395        4.4229133
       0.10510084        5.5689968        5.8422982
       0.10536786        5.9842971        7.3868108
       0.10563488       0.00000000       0.00000000
